from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
4921	4940	UNC14852712	JAX00670166	20	63716202	63947824	chr8	7.48954584632544
4941	4960	JAX00670170	JAX00670216	20	63950906	64107344	chr8	6.9814203230652
4961	4980	JAX00670217	JAX00670273	20	64108265	64384109	chr8	6.96944843094603
4981	5000	JAX00670274	UNC14863984	20	64386423	64580532	chr8	6.95959746538304
5001	5020	JAX00234693	JAX00670350	20	64646309	64988944	chr8	6.9457569751768
5021	5040	JAX00162602	JAX00670379	20	65005968	65236379	chr8	6.93173051873203
5041	5060	UNC080591069	JAX00234717	20	65237592	65590083	chr8	6.86575230053993
5061	5080	UNC14876337	JAX00670463	20	65595337	65859970	chr8	6.82204356335521
5081	5100	JAX00670468	JAX00670519	20	65875969	66178827	chr8	6.82218298960756
5101	5120	JAX00670520	JAX00670548	20	66179599	66434017	chr8	6.86763992763921
5121	5140	JAX00670549	UNC14894068	20	66434343	66755707	chr8	6.88516318967752
5141	5160	JAX00162733	UNC14896841	20	66764688	66961490	chr8	6.88544548898395
5161	5180	JAX00162749	JAX00162764	20	66965073	67175343	chr8	6.88567287588161
5181	5200	UNC14900650	JAX00670749	20	67201175	67440627	chr8	6.8634838003603
5201	5220	JAX00234759	JAX00670791	20	67481202	67676032	chr8	6.86111041220853
5221	5240	JAX00670800	JAX00670841	20	67688428	67908031	chr8	6.86502263107525
5241	5260	JAX00670842	JAX00670900	20	67908792	68140429	chr8	6.8679020376686
5261	5280	JAX00162836	JAX00162848	20	68141750	68297006	chr8	6.95278885758031
5281	5300	JAX00670944	UNC080499263	20	68302430	68423715	chr8	6.95814363904573
5301	5320	JAX00670971	JAX00671018	20	68428854	68568004	chr8	6.94321245578639
5321	5340	JAX00162868	UNC14922210	20	68572025	68751378	chr8	6.94712134546397
5341	5360	UNC080500608	JAX00234798	20	68762425	68950564	chr8	6.99062684886903
5361	5380	JAX00671113	JAX00162911	20	68953288	69150302	chr8	6.9934640256451
5381	5400	UNC14928167	JAX00671193	20	69192124	69435038	chr8	6.99785985189638
5401	5420	UNC080596606	JAX00671221	20	69437342	69721185	chr8	6.9706751386316
5421	5440	UNC14934692	UNC14938007	20	69757641	70021610	chr8	7.01441219747088
5441	5460	JAX00671260	JAX00671305	20	70021631	70239237	chr8	7.06469034678765
5461	5480	JAX00671308	JAX00163011	20	70243686	70503096	chr8	7.23658745493874
5481	5500	JAX00671346	UNC14947715	20	70526530	70668880	chr8	7.32072918266582
5501	5520	UNC14948039	JAX00671421	20	70686888	70811870	chr8	7.30385132768598
5521	5540	UNC14949945	JAX00163045	20	70812385	70938190	chr8	7.51702649499179
5541	5560	UNC14951933	JAX00671484	20	70941494	71113834	chr8	7.62678630659359
5561	5580	UNC14954419	JAX00671530	20	71129004	71369642	chr8	7.52308054105827
5581	5600	JAX00671531	JAX00163092	20	71373083	71564521	chr8	7.50449075897216
5601	5620	UNC14960501	JAX00671622	20	71591858	71713595	chr8	7.60390990376162
5621	5640	JAX00671624	JAX00671692	20	71716882	72190014	chr8	7.61433620309896
5641	5660	JAX00163141	JAX00163164	20	72265163	72542764	chr8	7.69356146832602
5661	5680	JAX00671754	JAX00671805	20	72547326	72830536	chr8	7.80827559636544
5681	5700	JAX00671806	JAX00671851	20	72834434	73104509	chr8	7.66742491786321
5701	5720	JAX00163208	UNC14975151	20	73138480	73465042	chr8	7.6912192232065
5721	5740	JAX00671914	JAX00671953	20	73480638	73826604	chr8	7.64600547526263
5741	5760	JAX00671959	JAX00672013	20	73844684	74060347	chr8	7.68165390090005
5761	5780	JAX00672015	JAX00672063	20	74061436	74275031	chr8	7.68526321832402
5781	5800	JAX00672067	UNC14984120	20	74288786	74677843	chr8	7.65971434847816
5801	5820	JAX00672128	JAX00163340	20	74678467	74893782	chr8	7.09786040406005
5821	5840	JAX00672157	JAX00163363	20	74910341	75245939	chr8	6.55140128056444
5841	5860	JAX00672200	JAX00163386	20	75268321	75523889	chr8	6.55858809951502
5861	5880	UNC14990542	JAX00163399	20	75524249	75708023	chr8	6.52125745961023
5881	5900	JAX00163400	JAX00163430	20	75708450	76131719	chr8	6.44456107357425
5901	5920	JAX00672327	backupUNC080268543	20	76137756	76312913	chr8	6.31615688087671
5921	5940	JAX00234887	JAX00163466	20	76326350	76609690	chr8	6.15267921537909
5941	5960	JAX00672401	JAX00672446	20	76613411	76901253	chr8	6.15396660532874
5961	5980	JAX00672447	JAX00163509	20	76903197	77174497	chr8	6.13797271449082
5981	6000	JAX00672484	UNC15011407	20	77199708	77452099	chr8	6.06957096064366
6001	6020	B6_rs32729089	JAX00163545	20	77477256	77661292	chr8	5.90067732049229
6021	6040	JAX00672574	JAX00672632	20	77673131	77900826	chr8	5.90397348063142
6041	6060	JAX00672633	UNC15019291	20	77904797	78113592	chr8	5.92758854519033
6061	6080	JAX00672671	UNC15021483	20	78117483	78329317	chr8	5.93053003682342
6081	6100	JAX00234939	JAX00163623	20	78351423	78686834	chr8	5.92583893188385
6101	6120	JAX00234948	JAX00672792	20	78711949	78903492	chr8	5.81526801902168
6121	6140	JAX00163638	JAX00672829	20	78903999	79110916	chr8	5.81039139822431
6141	6160	UNC080503812	JAX00672869	20	79126643	79321380	chr8	5.64605049544803
6161	6180	UNC15033828	JAX00672925	20	79345435	79491658	chr8	5.73381768886333
6181	6200	JAX00672928	JAX00672978	20	79507628	79753523	chr8	5.7912760033538
6201	6220	JAX00672980	JAX00673019	20	79771243	79927842	chr8	6.08877171198589
6221	6240	JAX00673022	JAX00673072	20	79931424	80109902	chr8	5.98567509274147
6241	6260	JAX00673076	JAX00673123	20	80128205	80291277	chr8	5.93817509909046
6261	6280	JAX00673126	UNC15050525	20	80303087	80447815	chr8	5.92494748335909
6281	6300	JAX00163754	JAX00673207	20	80460240	80549811	chr8	5.75730997231223
6301	6320	JAX00673209	JAX00673247	20	80550025	80645954	chr8	5.71800499074086
6321	6340	JAX00673252	UNC15056408	20	80656841	80788773	chr8	5.71577831440092
6341	6360	JAX00163781	JAX00163789	20	80794733	80926381	chr8	5.78348398483296
6361	6380	JAX00673371	JAX00673417	20	80929190	81140978	chr8	5.96243393147576
6381	6400	JAX00673418	JAX00673459	20	81158253	81279680	chr8	6.14258351098554
6401	6420	JAX00163817	JAX00163833	20	81284591	81487214	chr8	5.94257488521611
6421	6440	UNC15066363	JAX00673548	20	81495860	81659408	chr8	6.10917521048388
6441	6460	JAX00673550	UNC15070039	20	81660275	81779224	chr8	6.04012217282276
6461	6480	JAX00235022	UNC15071277	20	81791627	81898808	chr8	6.03656846580641
6481	6500	JAX00673596	JAX00163882	20	81899097	82162571	chr8	5.99679443677759
6501	6520	JAX00163883	JAX00673658	20	82164423	82407452	chr8	6.04301346840163
6521	6540	JAX00163904	JAX00673720	20	82445970	82680710	chr8	6.48691828379641
6541	6560	JAX00235046	JAX00673757	20	82686029	82946605	chr8	6.60196039451599
6561	6580	JAX00673758	JAX00673811	20	82946643	83182043	chr8	6.93139816783315
6581	6600	JAX00673812	JAX00673874	20	83184014	83496006	chr8	7.0046186637944
6601	6620	JAX00673876	JAX00163995	20	83504300	83645753	chr8	6.77431890245167
6621	6640	JAX00673907	JAX00673954	20	83650509	83825929	chr8	6.88383657328878
6641	6660	JAX00673959	JAX00673987	20	83848359	84036461	chr8	6.95887728189245
6661	6680	JAX00673988	JAX00674013	20	84036685	84233176	chr8	6.94678572563652
6681	6700	JAX00164037	JAX00674043	20	84235070	84431101	chr8	6.96059288235372
6701	6720	JAX00164052	JAX00674086	20	84434084	84652172	chr8	6.88506353346871
6721	6740	JAX00674088	JAX00674109	20	84665050	84809131	chr8	6.72655554174937
6741	6760	JAX00164081	UNC15112966	20	84823690	84964030	chr8	6.74813264946573
6761	6780	UNC15112987	JAX00164104	20	84966396	85131285	chr8	6.78503255160896
6781	6800	JAX00190346	JAX00674187	20	85132842	85451284	chr8	6.85149592193672
6801	6820	JAX00674188	JAX00674217	20	85453376	85635361	chr8	6.97676513124838
6821	6840	JAX00164143	UNC15125646	20	85638593	85854782	chr8	6.97900239045301
6841	6860	JAX00674248	JAX00674305	20	85863227	86112041	chr8	7.05440110475298
6861	6880	UNC15129366	JAX00164195	20	86115290	86348929	chr8	7.07119787172467
6881	6900	JAX00674357	JAX00164217	20	86363565	86634771	chr8	7.04852403956413
6901	6920	UNC080301746	JAX00674456	20	86652540	86859783	chr8	6.78911183446409
6921	6940	JAX00164236	UNC15141249	20	86889428	87119680	chr8	6.64582223412597
6941	6960	JAX00674512	JAX00674545	20	87122433	87375480	chr8	6.63965375039407
6961	6980	JAX00164272	JAX00674573	20	87377094	87580388	chr8	6.65923169737343
6981	7000	JAX00674575	JAX00674605	20	87601063	87811520	chr8	6.42988436358708
7001	7020	JAX00674606	JAX00674640	20	87811822	87981138	chr8	6.37368014319614
7021	7040	JAX00674641	JAX00164334	20	87981649	88204837	chr8	6.37305682861941
7041	7060	JAX00674686	JAX00674730	20	88227073	88514530	chr8	6.40610289719609
7061	7080	UNC15158142	UNC15161055	20	88533808	88752475	chr8	6.56118072709715
7081	7100	UNC15161488	JAX00674842	20	88792576	89041647	chr8	6.48624407451028
7101	7120	JAX00674844	JAX00164416	20	89053160	89296263	chr8	6.25187968766794
7121	7140	UNC15168854	JAX00164431	20	89322038	89507072	chr8	6.22956851207493
7141	7160	JAX00674916	JAX00164443	20	89507387	89646463	chr8	6.22509867567552
7161	7180	JAX00674963	JAX00675003	20	89648741	89839514	chr8	6.68335546174373
7181	7200	JAX00164457	JAX00164475	20	89852577	90076768	chr8	7.06009093532232
7201	7220	JAX00675046	JAX00675093	20	90083768	90241450	chr8	7.06128389312647
7221	7240	JAX00675098	JAX00675153	20	90249723	90414529	chr8	6.83632922793352
7241	7260	JAX00675154	JAX00675209	20	90414841	90594523	chr8	6.84608669526117
7261	7280	JAX00675210	JAX00675260	20	90596001	90857311	chr8	6.77198989912008
7281	7300	JAX00675261	JAX00675315	20	90858362	91082458	chr8	6.59905200840741
7301	7320	UNC15194587	JAX00675366	20	91086613	91203601	chr8	6.59965434529038
7321	7340	JAX00675367	JAX00164576	20	91204101	91428261	chr8	6.62700824934488
7341	7360	JAX00675415	UNC15203093	20	91432578	91651752	chr8	6.53983906780578
7361	7380	JAX00675467	JAX00164601	20	91669154	91775518	chr8	6.48958531689501
7381	7400	UNC15205620	JAX00675526	20	91786602	91879417	chr8	6.63234666978636
7401	7420	UNC15207110	JAX00675573	20	91885421	92083664	chr8	6.98670076119201
7421	7440	JAX00675577	JAX00675610	20	92085703	92193671	chr8	6.98630214984829
7441	7460	UNC15212752	UNC15215426	20	92203472	92357345	chr8	6.9751216291219
7461	7480	JAX00675672	JAX00164664	20	92400546	92603268	chr8	6.97405677278347
7481	7500	JAX00675730	UNC15220895	20	92604174	92699431	chr8	6.90505271249575
7501	7520	JAX00675775	JAX00164684	20	92703691	92863200	chr8	6.7048775704954
7521	7540	UNC15223027	JAX00675874	20	92866250	93041249	chr8	6.75065640114296
7541	7560	JAX00675875	UNC15228545	20	93041376	93224405	chr8	6.72073233776457
7561	7580	JAX00675904	JAX00675955	20	93227489	93381826	chr8	6.68560503282895
7581	7600	UNC15231196	JAX00675994	20	93382040	93598245	chr8	6.26402584390933
7601	7620	JAX00675995	JAX00676037	20	93601114	93718824	chr8	6.24014170996587
7621	7640	JAX00676039	JAX00676080	20	93719187	93897747	chr8	6.23855844084575
7641	7660	JAX00676087	JAX00190362	20	93914173	94031516	chr8	6.23572645239926
7661	7680	JAX00676153	JAX00676195	20	94033794	94138473	chr8	6.23433548451033
7681	7700	JAX00676198	JAX00164790	20	94144412	94293244	chr8	6.23265658830918
7701	7720	JAX00676251	JAX00676292	20	94300974	94484915	chr8	6.33188742704677
7721	7740	JAX00164807	JAX00676325	20	94485923	94630207	chr8	6.36035423076733
7741	7760	JAX00676328	JAX00676367	20	94639612	94707610	chr8	6.41082494303592
7761	7780	JAX00676371	JAX00676413	20	94716888	94811886	chr8	6.4548819265432
7781	7800	JAX00676423	JAX00676476	20	94817527	94915735	chr8	6.45468666677833
7801	7820	UNC15253287	JAX00676547	20	94928758	95135442	chr8	6.45300072915775
7821	7840	JAX00676550	JAX00676591	20	95139617	95227270	chr8	6.45076211585496
7841	7860	UNC15258797	JAX00676645	20	95254716	95359021	chr8	6.35443473734769
7861	7880	UNC15260714	JAX00676689	20	95365295	95523807	chr8	6.31630786103972
7881	7900	backupJAX00164884	JAX00676743	20	95546164	95740057	chr8	6.28711864852334
7901	7920	UNC15268223	JAX00676781	20	95752646	95908540	chr8	6.27677447423769
7921	7940	UNC15270741	JAX00164922	20	95914020	96052869	chr8	6.31432569467224
7941	7960	UNC15272952	JAX00676890	20	96059210	96210170	chr8	6.39150365197729
7961	7980	UNC15275535	UNC15277625	20	96217861	96368258	chr8	6.3917582287033
7981	8000	JAX00676933	JAX00164961	20	96384950	96573594	chr8	6.39204358993914
8001	8020	JAX00164963	JAX00677031	20	96573692	96831949	chr8	6.39242212981333
8021	8040	JAX00677032	UNC15286183	20	96834717	97027218	chr8	6.38736605859771
8041	8060	JAX00235202	JAX00165013	20	97041100	97250180	chr8	6.30259798940451
8061	8080	JAX00677129	UNC15290706	20	97288540	97445918	chr8	6.08664787497037
8081	8100	UNC15290728	JAX00677168	20	97447160	97471485	chr8	6.08667564919777
8101	8120	UNC15291155	UNC15292788	20	97471557	97578595	chr8	5.90136796818128
8121	8140	JAX00677201	JAX00165053	20	97585103	97789876	chr8	6.06389861468752
8141	8160	JAX00677257	JAX00165068	20	97794462	97987107	chr8	6.33007422501488
8161	8180	JAX00677317	UNC15298610	20	97994863	98201510	chr8	6.65429473409258
8181	8200	UNC15298708	UNC15299028	20	98208322	98235851	chr8	6.76772276964047
8201	8220	UNC15299047	JAX00677415	20	98237411	98301986	chr8	6.85829679519999
8221	8240	JAX00165094	JAX00165111	20	98333705	98558279	chr8	6.85428910820373
8241	8260	JAX00677468	JAX00165121	20	98559895	98688688	chr8	6.89344717146075
8261	8280	JAX00677514	JAX00677575	20	98697561	98903103	chr8	6.93400016113004
8281	8300	JAX00677578	JAX00677632	20	98909914	99095054	chr8	6.94807468942828
8301	8320	JAX00165153	JAX00677682	20	99122624	99305950	chr8	6.89472528297009
8321	8340	JAX00677685	JAX00677740	20	99310545	99547439	chr8	6.90525534739151
8341	8360	JAX00677743	JAX00677791	20	99549798	99759313	chr8	6.68764026454229
8361	8380	JAX00235267	UNC15322170	20	99788484	99928660	chr8	6.04697954289593
8381	8400	JAX00677838	JAX00677883	20	99929604	100122287	chr8	5.47836432184942
8401	8420	JAX00677886	JAX00165244	20	100129521	100339127	chr8	5.48215069227001
8421	8440	UNC080368796	JAX00677964	20	100365072	100672910	chr8	5.58887185076269
8441	8460	UNC15332579	JAX00678007	20	100693790	101022669	chr8	5.61580357027149
8461	8480	JAX00165297	UNC15341580	20	101044615	101270487	chr8	5.71028228576301
8481	8500	JAX00678045	JAX00678080	20	101315004	101481205	chr8	5.69729806472935
8501	8520	UNC15344136	JAX00678135	20	101483125	101757827	chr8	5.57541402689103
8521	8540	backupUNC080527198	JAX00235322	20	101763381	101979928	chr8	5.50429034749352
8541	8560	JAX00678195	JAX00678232	20	102008102	102245775	chr8	5.37217717308139
8561	8580	JAX00165389	JAX00678293	20	102272053	102468175	chr8	5.34724388572388
8581	8600	JAX00678296	JAX00678331	20	102471035	102758743	chr8	5.12843399702579
8601	8620	JAX00165429	JAX00678382	20	102810791	103047790	chr8	4.76741628376539
8621	8640	JAX00235347	JAX00678419	20	103082961	103311965	chr8	4.73019253708161
8641	8660	JAX00678423	JAX00678487	20	103314239	103668945	chr8	4.70512419512652
8661	8680	JAX00678489	JAX00678554	20	103669242	104064030	chr8	4.70474965610686
8681	8700	UNC15382790	JAX00678595	20	104064187	104210005	chr8	4.70592368494322
8701	8720	JAX00235379	JAX00678633	20	104248565	104435995	chr8	4.81607943759036
8721	8740	JAX00678634	JAX00165564	20	104436510	104614202	chr8	5.1166815133635
8741	8760	JAX00678677	JAX00165578	20	104614296	104783900	chr8	5.11874137589799
8761	8780	JAX00165580	JAX00678736	20	104809584	104988651	chr8	5.19796804485906
8781	8800	UNC15397088	UNC15400089	20	105001884	105158068	chr8	5.29737683689161
8801	8820	UNC15400204	JAX00678792	20	105163220	105245619	chr8	5.23498855726885
8821	8840	UNC15401385	JAX00678835	20	105247603	105378259	chr8	5.23436975050099
8841	8860	UNC15403515	JAX00235410	20	105394314	105628813	chr8	5.2332694548204
8861	8880	JAX00678892	JAX00678926	20	105650116	105832831	chr8	5.25758376525255
8881	8900	JAX00678927	JAX00678960	20	105834487	105925377	chr8	5.32208733348564
8901	8920	JAX00678961	JAX00678998	20	105926135	106079474	chr8	5.14489949916654
8921	8940	UNC15412465	JAX00679038	20	106086481	106274871	chr8	5.08877242876904
8941	8960	JAX00679041	UNC15417472	20	106277770	106460971	chr8	5.08943092252822
8961	8980	JAX00679081	JAX00165719	20	106464668	106655537	chr8	5.10283401819317
8981	9000	UNC15420656	JAX00165737	20	106686550	106906581	chr8	5.14432821834361
9001	9020	JAX00679185	JAX00165757	20	106947317	107167144	chr8	5.20236506534685
9021	9040	UNC15426273	JAX00679247	20	107178446	107450735	chr8	5.10454651149835
9041	9060	JAX00679252	UNC15430939	20	107467828	107688431	chr8	5.00251413483681
9061	9080	JAX00679280	JAX00679310	20	107713979	107949922	chr8	4.90836658193395
9081	9100	UNC15433574	UNC15435557	20	107955473	108143021	chr8	4.9696318892148
9101	9120	JAX00679336	UNC15437333	20	108143511	108357075	chr8	5.0885524108413
9121	9140	JAX00679375	JAX00165867	20	108360546	108644582	chr8	5.11768671229285
9141	9160	JAX00165868	UNC15442004	20	108652939	108904470	chr8	5.13737247365314
9161	9180	JAX00235479	JAX00679494	20	108909846	109109444	chr8	5.15478557128388
9181	9200	JAX00679495	UNC15447254	20	109109766	109331906	chr8	5.23486383155451
9201	9220	JAX00165920	JAX00679589	20	109340484	109649127	chr8	5.34992522923207
9221	9240	JAX00165943	JAX00165959	20	109656752	109856544	chr8	5.36714913486414
9241	9260	UNC15452689	JAX00679671	20	109870814	110182253	chr8	5.45294082720828
9261	9280	JAX00679676	JAX00165999	20	110199124	110408573	chr8	5.54967572950064
9281	9300	JAX00679726	JAX00166017	20	110449552	110655245	chr8	5.61796102812653
9301	9320	UNC15462914	UNC15464685	20	110655494	110808304	chr8	5.64173980954393
9321	9340	JAX00679781	UNC15466477	20	110810695	110971128	chr8	5.65946644513869
9341	9360	JAX00166042	backupUNC080384916	20	110976554	111080302	chr8	5.68521549582121
9361	9380	JAX00679832	UNC15469522	20	111087445	111251543	chr8	5.82178266305117
9381	9400	UNC15470016	UNC15471547	20	111287603	111400236	chr8	5.93837323600165
9401	9420	JAX00679891	UNC15473496	20	111402159	111581610	chr8	6.05147835516004
9421	9440	JAX00679911	JAX00166100	20	111592471	111740078	chr8	6.21681446145962
9441	9460	JAX00679935	JAX00679959	20	111749459	111908375	chr8	6.3017253659088
9461	9480	JAX00679960	JAX00680000	20	111913403	112093537	chr8	6.38015861177446
9481	9500	JAX00680001	UNC15482633	20	112093704	112238384	chr8	6.42893405215845
9501	9520	JAX00680023	JAX00166158	20	112240826	112548233	chr8	6.45745053277698
9521	9540	UNC080387061	JAX00680073	20	112571155	112735667	chr8	6.15888606111252
9541	9560	JAX00680075	JAX00680109	20	112742389	112987013	chr8	6.15823139109817
9561	9580	JAX00680110	JAX00680133	20	112997965	113160133	chr8	6.37052370169801
9581	9600	JAX00680136	UNC15493500	20	113176804	113442503	chr8	6.36656246784046
9601	9620	JAX00680169	backupUNC080633379	20	113461566	113586516	chr8	6.35432589510486
9621	9640	JAX00680205	JAX00680226	20	113612710	113872850	chr8	6.2779024521396
9641	9660	UNC15496851	UNC15499741	20	113873382	114134447	chr8	6.25685724498186
9661	9680	JAX00680268	UNC15503960	20	114159494	114445300	chr8	6.22917039013359
9681	9700	JAX00680338	UNC15506089	20	114451444	114569671	chr8	6.26729211403609
9701	9720	UNC15506348	JAX00680409	20	114583261	114790996	chr8	6.36123622920748
9721	9740	JAX00680414	JAX00235619	20	114800811	114939776	chr8	6.3843951129338
9741	9760	UNC15511873	JAX00680499	20	114941027	115107318	chr8	6.38980079015844
9761	9780	JAX00680500	JAX00680536	20	115108878	115253436	chr8	6.39452093094732
9781	9800	JAX00680543	JAX00680581	20	115272142	115412610	chr8	6.39942177788652
9801	9820	JAX00166374	JAX00680622	20	115421013	115548004	chr8	6.35021995261878
9821	9840	JAX00680623	JAX00166399	20	115551027	115741110	chr8	6.28707094744669
9841	9860	UNC15521839	UNC15524007	20	115743347	115922124	chr8	6.28821683300852
9861	9880	UNC15524141	UNC15526667	20	115930497	116108508	chr8	6.28912566529231
9881	9900	UNC15526928	UNC15528993	20	116124999	116265171	chr8	6.28922243283446
9901	9920	JAX00680721	JAX00680751	20	116278847	116384797	chr8	6.28895272090544
9921	9940	JAX00680754	UNC15532370	20	116391243	116492088	chr8	6.28869533431913
9941	9960	UNC15532587	JAX00680826	20	116504650	116617300	chr8	6.28822536552589
9961	9980	JAX00166466	UNC15537063	20	116630189	116751143	chr8	6.28749532482334
9981	10000	UNC15537296	JAX00680908	20	116766027	116935644	chr8	6.28634505147857
10001	10020	JAX00166488	JAX00235675	20	116937498	117030416	chr8	6.34565923556665
10021	10040	JAX00680948	JAX00235679	20	117030626	117176746	chr8	6.32337472008116
10041	10060	JAX00235680	JAX00166516	20	117176833	117313721	chr8	6.32239690707641
10061	10080	UNC15547272	UNC15548777	20	117315825	117396645	chr8	6.26008974409567
10081	10100	UNC15548888	JAX00166534	20	117402994	117536764	chr8	6.2549375840031
10101	10120	UNC15551126	UNC15552660	20	117537639	117638100	chr8	6.25370394143154
10121	10140	UNC15552793	UNC15554174	20	117647243	117736621	chr8	6.25289824986177
10141	10160	UNC15554275	UNC15556329	20	117742175	117902276	chr8	6.25145132654677
10161	10180	JAX00681172	JAX00681206	20	117942441	118098740	chr8	6.19850185088931
10181	10200	JAX00681208	UNC15561291	20	118106829	118231705	chr8	6.15555071866748
10201	10220	JAX00166586	UNC15563045	20	118235953	118378910	chr8	6.17597623838608
10221	10240	JAX00681313	UNC15565274	20	118384121	118525174	chr8	6.17564757619335
10241	10260	JAX00681353	UNC15568476	20	118529715	118733035	chr8	6.17500110247541
10261	10280	JAX00681399	JAX00681435	20	118751875	118909599	chr8	6.22466410635845
10281	10300	JAX00166639	JAX00681466	20	118932641	119041823	chr8	6.18292962816136
10301	10320	JAX00681467	UNC15576774	20	119044548	119218186	chr8	6.04835709775233
10321	10340	UNC15576985	JAX00681547	20	119231221	119430415	chr8	6.0474402243349
10341	10360	UNC15580854	JAX00681602	20	119436910	119613101	chr8	6.04656422835437
10361	10380	JAX00681605	UNC15588218	20	119614337	119937125	chr8	5.92521538410953
10381	10400	JAX00166714	JAX00681666	20	119937217	120076946	chr8	5.98343642352094
10401	10420	JAX00681671	JAX00681701	20	120083210	120217685	chr8	6.04967042925276
10421	10440	JAX00166734	JAX00681717	20	120217709	120343002	chr8	6.0483318573415
10441	10460	JAX00681718	UNC15596175	20	120343255	120471270	chr8	6.13253827049056
10461	10480	JAX00681743	JAX00681766	20	120481937	120611309	chr8	6.21340914079675
10481	10500	UNC15598416	UNC15600024	20	120611609	120706956	chr8	6.21528498007436
10501	10520	JAX00681796	UNC15602419	20	120711591	120844376	chr8	6.18574322208728
10521	10540	JAX00681835	UNC15604705	20	120848926	120998820	chr8	6.13178756690001
10541	10560	JAX00235748	JAX00681896	20	120999605	121102680	chr8	6.12951561293846
10561	10580	UNC15606091	JAX00681922	20	121106793	121197927	chr8	6.0701267534198
10581	10600	UNC081398378	JAX00166827	20	121201049	121443347	chr8	5.83858438829334
10601	10620	UNC15610686	JAX00235768	20	121445968	121642292	chr8	5.88691578778141
10621	10640	JAX00166842	JAX00682017	20	121657228	121853068	chr8	5.95848098855108
10641	10660	UNC15617185	JAX00682052	20	121869228	122058560	chr8	6.03141401951236
10661	10680	UNC15619830	JAX00682086	20	122059791	122236419	chr8	6.0798775708501
10681	10700	JAX00682087	JAX00166904	20	122236544	122457259	chr8	6.11306976697102
10701	10720	JAX00682128	JAX00166918	20	122459410	122657159	chr8	6.26116607325413
10721	10740	UNC15629444	UNC15633645	20	122664182	122984911	chr8	6.29090405245634
10741	10760	JAX00166941	JAX00682231	20	122989414	123200092	chr8	6.13223346468438
10761	10780	JAX00166960	JAX00682272	20	123218816	123498644	chr8	6.21451348204685
10781	10800	JAX00682273	JAX00682300	20	123503344	123778711	chr8	6.45463730476471
10801	10820	JAX00682303	JAX00167012	20	123781976	123912274	chr8	6.67717863456847
10821	10840	JAX00167013	JAX00682367	20	123936548	124169905	chr8	6.99673223913325
10841	10860	JAX00682368	JAX00682403	20	124171449	124333804	chr8	7.00445636920929
10861	10880	JAX00682406	JAX00167050	20	124337254	124427389	chr8	7.08100036379489
10881	10900	JAX00167051	JAX00682492	20	124433979	124600864	chr8	7.14344451021659
10901	10920	JAX00682493	JAX00682547	20	124602316	124729898	chr8	7.14178314877765
10921	10940	JAX00682551	JAX00167090	20	124731081	124937992	chr8	7.13995568683778
10941	10960	JAX00682620	JAX00682643	20	124968297	125102612	chr8	7.07138389389319
10961	10980	JAX00682644	JAX00682707	20	125103119	125256271	chr8	7.08749785312552
10981	11000	JAX00682714	JAX00682756	20	125265372	125386042	chr8	7.07170206615246
11001	11020	JAX00682757	UNC15669957	20	125386222	125562744	chr8	7.07030035225889
11021	11040	JAX00167137	JAX00682845	20	125573046	125787881	chr8	7.068394949927
11041	11060	JAX00682847	JAX00682911	20	125790571	125987547	chr8	7.07309435399339
11061	11080	UNC15676031	JAX00682958	20	126003101	126296328	chr8	7.07118237096519
11081	11100	UNC15678694	UNC15680777	20	126298960	126417404	chr8	7.06796452294461
11101	11120	JAX00682996	JAX00167208	20	126428984	126573516	chr8	7.06563345548744
11121	11140	JAX00683045	JAX00683116	20	126584739	126820757	chr8	7.0627046525225
11141	11160	JAX00683121	JAX00683173	20	126826201	126932310	chr8	7.05960676596073
11161	11180	JAX00167235	JAX00683238	20	126936580	127061924	chr8	7.03270210243958
11181	11200	JAX00683240	JAX00683292	20	127067564	127206410	chr8	7.02783963164144
11201	11220	JAX00683296	JAX00683338	20	127216108	127451691	chr8	7.02847800212222
11221	11240	JAX00683339	JAX00683369	20	127451770	127612568	chr8	7.02872540323337
11241	11260	JAX00683370	JAX00683423	20	127629783	127766683	chr8	7.04564037620351
11261	11280	JAX00683424	JAX00683460	20	127767968	127905401	chr8	7.01037877567314
11281	11300	JAX00683461	JAX00683516	20	127905764	128007303	chr8	7.01073616924813
11301	11320	JAX00683519	JAX00683570	20	128008415	128114387	chr8	7.01102408011776
11321	11340	JAX00683571	JAX00167339	20	128117443	128303261	chr8	7.0114963467004
11341	11360	JAX00683638	JAX00683693	20	128314271	128533010	chr8	7.03445451557308
11361	11380	JAX00683698	UNC080555524	20	128549422	128718378	chr8	7.0197606814129
11381	11400	UNC15718770	JAX00167380	20	128737871	128867644	chr8	7.01682168166375
11401	11420	JAX00683773	UNC15722607	20	128871917	128974832	chr8	6.79657091695718
11421	11440	JAX00167390	UNC15724143	20	128974875	129078886	chr8	6.60149858544892
11441	11460	UNC081453674	JAX00683874	20	129089250	129271261	chr8	4.66370959127637
11461	11480	UNC15726468	JAX00683928	20	129279714	129554855	chr8	4.64768009535629
11481	11500	JAX00683931	JAX00683969	20	129574355	129838491	chr8	4.5893699556791
11501	11520	JAX00683976	JAX00684015	20	129867668	129968130	chr8	4.61703060541287
11521	11540	UNC15734800	JAX00684063	20	129989475	130089227	chr8	4.60289153262356
11541	11560	JAX00684071	JAX00167486	20	130100154	130260699	chr8	4.5916580875146
