from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
5181	5200	JAX00695644	JAX00171859	20	60116468	60233900	chr9	0.0494079273761118	2	2
5201	5220	JAX00695690	JAX00695731	20	60243622	60413411	chr9	0.048924165690708	2	2
5221	5240	JAX00695736	JAX00695761	20	60416059	60567975	chr9	0.048207673230187	2	2
5241	5260	JAX00695764	JAX00171895	20	60572711	60708954	chr9	0.0477330306702106	2	2
5261	5280	JAX00695795	JAX00171911	20	60711472	60916232	chr9	0.0791472854134321	1	2
5281	5300	UNC16469374	JAX00695872	20	60916792	61038121	chr9	0.0813634039262069	1	2
5301	5320	UNC16471059	JAX00695905	20	61040139	61122962	chr9	0.137232225464268	1	2
5321	5340	JAX00695906	JAX00695941	20	61124406	61325735	chr9	0.25535723110362	1	2
5341	5360	UNC16474793	JAX00695993	20	61331029	61521004	chr9	0.347692401268766	1	2
5361	5380	JAX00695995	JAX00696023	20	61522552	61640947	chr9	0.462105823086737	1	2
5381	5400	JAX00171965	UNC16482051	20	61642290	61849882	chr9	0.454488772206682	1	2
5401	5420	JAX00171981	JAX00171996	20	61868136	62068381	chr9	0.898338185926984	0	2
5421	5440	JAX00171997	JAX00696157	20	62070812	62346208	chr9	0.911604872609904	0	2
5441	5460	UNC16488851	UNC16490888	20	62352741	62499486	chr9	0.891667922918273	0	2
5461	5480	JAX00696214	JAX00696252	20	62517676	62772697	chr9	0.875240886252892	0	2
5481	5500	JAX00696253	JAX00696277	20	62777788	63041054	chr9	0.842693725718224	0	2
5501	5520	JAX00172069	UNC16498218	20	63042853	63255436	chr9	0.556568196929158	1	2
5521	5540	JAX00172087	JAX00696343	20	63272879	63425898	chr9	0.424890743593551	1	2
5541	5560	UNC16499721	JAX00696382	20	63426154	63580744	chr9	0.419557629511262	1	2
5561	5580	JAX00696384	JAX00696412	20	63583288	63734392	chr9	0.577862064238914	1	2
5581	5600	UNC16504576	JAX00172137	20	63758241	63941673	chr9	0.748786464536151	1	2
5601	5620	JAX00696451	JAX00172154	20	63982078	64186520	chr9	0.741525838298579	1	2
5621	5640	UNC16510466	JAX00172163	20	64196129	64294232	chr9	0.286869126000181	2	2
5641	5660	JAX00696527	UNC16515184	20	64311792	64585148	chr9	0.0803944717106213	2	2
5661	5680	JAX00696577	JAX00696617	20	64593010	64752322	chr9	0.0704911337078871	2	2
5681	5700	JAX00696619	JAX00172216	20	64754320	64987174	chr9	0.20779429463933	1	2
5701	5720	JAX00696662	JAX00172234	20	65032921	65232070	chr9	0.29624032626666	1	2
5721	5740	UNC16522691	UNC16524451	20	65249849	65376797	chr9	0.297686752268803	1	2
5741	5760	JAX00696737	JAX00172259	20	65393636	65587206	chr9	0.308457383573712	1	2
5761	5780	JAX00696793	JAX00237208	20	65604855	65811676	chr9	0.333285074304954	1	2
5781	5800	JAX00172277	JAX00696857	20	65840085	66016870	chr9	0.386076241463671	1	2
5801	5820	JAX00696859	JAX00172306	20	66016965	66203515	chr9	0.436269215115311	1	2
5821	5840	UNC16533270	UNC16534770	20	66217550	66459816	chr9	0.6484926874273	1	2
5841	5860	JAX00696932	JAX00696972	20	66478105	66607165	chr9	0.688678987018689	1	2
5861	5880	JAX00696974	JAX00697031	20	66608917	66869308	chr9	0.723991608674653	1	2
5881	5900	UNC16539916	UNC16543779	20	66870523	67122646	chr9	0.450887178870347	1	2
5901	5920	UNC16543950	JAX00697141	20	67130948	67251555	chr9	0.375465972964066	1	2
5921	5940	JAX00697144	JAX00697196	20	67252147	67465285	chr9	0.240458185752106	1	2
5941	5960	JAX00697197	JAX00697231	20	67469413	67620304	chr9	0.241020410548389	1	2
5961	5980	JAX00697235	JAX00697273	20	67629971	67834624	chr9	0.237727955866858	1	2
5981	6000	JAX00172430	JAX00697315	20	67859176	67972798	chr9	0.236066434896642	1	2
6001	6020	JAX00697316	JAX00697355	20	67972960	68154042	chr9	0.234422694087601	1	2
6021	6040	JAX00172455	JAX00697387	20	68169161	68320086	chr9	0.312295067584112	1	2
6041	6060	UNC16560611	JAX00172474	20	68327530	68447361	chr9	0.469971243130547	0	2
6061	6080	JAX00237274	JAX00172486	20	68464468	68604059	chr9	0.470283578392415	0	2
6081	6100	JAX00697481	UNC16565892	20	68622633	68735249	chr9	0.472728321461697	0	2
6101	6120	JAX00172498	JAX00697557	20	68739995	68843068	chr9	0.475740119229382	0	2
6121	6140	JAX00697559	JAX00697614	20	68850523	68995099	chr9	0.81061977516451	0	2
6141	6160	UNC16569972	JAX00697669	20	68998224	69168175	chr9	1.254787932023	0	2
6161	6180	JAX00697671	JAX00697718	20	69170494	69320117	chr9	1.27949420347578	0	2
6181	6200	JAX00697719	UNC090134376	20	69320202	69425968	chr9	1.2962471215614	0	2
6201	6220	JAX00172549	JAX00172563	20	69427243	69628293	chr9	1.2896202968458	0	2
6221	6240	JAX00697827	UNC16582236	20	69630643	69865031	chr9	1.15542279475453	0	2
6241	6260	JAX00697858	JAX00172592	20	69874898	70027775	chr9	1.03614428986259	0	2
6261	6280	JAX00172593	UNC16588264	20	70033671	70245314	chr9	1.04094447985793	0	2
6281	6300	JAX00697907	UNC16590026	20	70250062	70438065	chr9	1.04047854421921	0	2
6301	6320	JAX00697934	JAX00697988	20	70464141	70749882	chr9	1.04525603000881	0	2
6321	6340	JAX00697994	JAX00172660	20	70763461	70952563	chr9	1.08737564263446	0	2
6341	6360	UNC16596404	JAX00698077	20	70971338	71135754	chr9	1.1060003612479	0	2
6361	6380	JAX00172673	JAX00698124	20	71139141	71322837	chr9	1.14970570957658	0	2
6381	6400	JAX00172688	JAX00172700	20	71331039	71490585	chr9	1.153096347894	0	2
6401	6420	JAX00698175	JAX00698206	20	71544569	71697845	chr9	1.14700629575276	0	2
6421	6440	JAX00698207	JAX00698236	20	71699175	71873513	chr9	1.14510605519304	0	2
6441	6460	JAX00698241	JAX00698289	20	71927269	72253950	chr9	1.14162351372863	0	2
6461	6480	JAX00172759	JAX00698318	20	72269317	72438047	chr9	1.00103436868724	0	2
6481	6500	JAX00172771	UNC16616431	20	72438523	72643369	chr9	0.952054417020242	0	2
6501	6520	JAX00172788	UNC16619894	20	72676666	72922173	chr9	1.19095332293043	0	2
6521	6540	JAX00237382	UNC16623158	20	72926849	73129227	chr9	1.26093144615454	0	2
6541	6560	JAX00698411	JAX00698446	20	73164405	73378676	chr9	1.15519177084631	0	2
6561	6580	JAX00172841	JAX00698471	20	73388534	73600487	chr9	1.12778982656157	0	2
6581	6600	JAX00698475	JAX00698515	20	73608236	73860286	chr9	1.12083190822835	0	2
6601	6620	JAX00172879	JAX00172892	20	73870483	74060504	chr9	1.19999549831404	0	2
6621	6640	JAX00172893	JAX00172900	20	74071633	74153180	chr9	1.02313595823472	0	2
6641	6660	JAX00698605	UNC090145124	20	74158070	74424801	chr9	0.750232914939093	0	2
6661	6680	JAX00172919	JAX00698680	20	74426161	74670032	chr9	0.466728403006803	0	2
6681	6700	JAX00172939	UNC16646397	20	74679822	74820476	chr9	0.552032040007647	1	2
6701	6720	JAX00172949	JAX00698744	20	74836187	75062934	chr9	0.709578665985207	1	2
6721	6740	UNC16649239	JAX00698784	20	75086677	75272672	chr9	0.711260784028437	1	2
6741	6760	JAX00698787	backupUNC090146715	20	75295796	75526199	chr9	0.71014896777215	1	2
6761	6780	UNC16655871	UNC16658781	20	75547006	75775252	chr9	0.691636552119665	1	2
6781	6800	JAX00173021	JAX00698891	20	75788008	75913048	chr9	0.692975230408261	1	2
6801	6820	JAX00173030	UNC16663093	20	75915154	76112820	chr9	0.693418705534698	1	2
6821	6840	JAX00698928	JAX00698956	20	76138344	76357787	chr9	0.800232971278959	1	2
6841	6860	JAX00698957	JAX00698989	20	76359774	76564682	chr9	1.08492391111453	0	2
6861	6880	JAX00173078	UNC16670332	20	76565193	76683943	chr9	1.10612534721442	0	2
6881	6900	JAX00173089	JAX00699040	20	76691021	76984907	chr9	1.25130904962445	0	2
6901	6920	JAX00173111	JAX00699079	20	76985771	77222764	chr9	1.50474362938413	0	2
6921	6940	UNC16677116	UNC16680312	20	77225697	77418373	chr9	1.51184883480479	0	2
6941	6960	JAX00173144	JAX00699179	20	77426305	77683509	chr9	1.49090285179574	0	2
6961	6980	JAX00699181	JAX00173177	20	77685692	77880506	chr9	1.34598545191479	0	2
6981	7000	JAX00173178	JAX00173195	20	77887537	78162818	chr9	1.34620591117871	0	2
7001	7020	JAX00699265	UNC090153823	20	78178228	78467540	chr9	1.37307511830554	0	2
7021	7040	UNC16695105	JAX00699370	20	78474623	78670249	chr9	1.68133691667477	0	2
7041	7060	JAX00699371	JAX00699427	20	78671032	78889780	chr9	1.68679059757985	0	2
7061	7080	JAX00699432	backupUNC090156067	20	78893671	79100209	chr9	1.70776506580454	0	2
7081	7100	JAX00699473	JAX00699500	20	79116429	79261304	chr9	1.96677842476812	0	2
7101	7120	UNC16706423	JAX00173298	20	79281668	79507306	chr9	1.84656696116553	0	2
7121	7140	JAX00699543	JAX00173311	20	79519776	79690836	chr9	1.81714529402565	0	2
7141	7160	JAX00699586	JAX00699626	20	79700939	79873747	chr9	1.78295456772223	0	2
7161	7180	JAX00699627	JAX00699668	20	79883442	80087150	chr9	1.7321183707507	0	2
7181	7200	JAX00699669	JAX00699740	20	80087294	80370030	chr9	1.73401847734235	0	2
7201	7220	JAX00699745	UNC16724337	20	80388342	80637440	chr9	1.73998542452623	0	2
7221	7240	JAX00190535	JAX00699822	20	80639686	80834234	chr9	1.72377700275973	0	2
7241	7260	JAX00699824	JAX00699879	20	80837601	81024828	chr9	1.60868223643834	0	2
7261	7280	JAX00699880	UNC16735009	20	81025528	81305058	chr9	1.45953893997391	0	2
7281	7300	JAX00173431	UNC16741827	20	81360963	81746135	chr9	1.60503806492188	0	2
7301	7320	JAX00699958	JAX00237603	20	81752739	82061413	chr9	1.66788645660123	0	2
7321	7340	UNC16746742	JAX00173501	20	82069275	82319680	chr9	1.66809467678455	0	2
7341	7360	JAX00173502	JAX00173526	20	82319701	82639740	chr9	1.66664871703504	0	2
7361	7380	JAX00700096	JAX00700135	20	82656487	82929808	chr9	1.74971389676752	0	2
7381	7400	JAX00173549	JAX00700188	20	82961820	83217405	chr9	1.79495286540678	0	2
7401	7420	JAX00700190	UNC16766090	20	83221313	83486577	chr9	1.80783339010316	0	2
7421	7440	JAX00237638	JAX00237642	20	83498083	83663453	chr9	1.81070540673158	0	2
7441	7460	JAX00173604	JAX00700319	20	83672432	83873764	chr9	1.78975239094635	0	2
7461	7480	UNC16771740	UNC16774830	20	83899349	84157166	chr9	1.78043332841942	0	2
7481	7500	JAX00700375	JAX00700417	20	84181544	84405004	chr9	1.78174860501725	0	2
7501	7520	JAX00700419	JAX00700454	20	84406317	84570680	chr9	1.78303361765816	0	2
7521	7540	JAX00700455	UNC16784014	20	84570711	84923340	chr9	1.80580271844375	0	2
7541	7560	JAX00700498	JAX00700536	20	84935667	85076337	chr9	1.90346777847998	0	2
7561	7580	UNC16785864	UNC090480404	20	85089439	85244611	chr9	1.90940363453491	0	2
7581	7600	UNC16788295	UNC16790533	20	85260059	85389354	chr9	2.00384263650515	0	2
7601	7620	JAX00173734	JAX00700670	20	85396990	85563703	chr9	1.99995808538249	0	2
7621	7640	JAX00700671	JAX00173755	20	85563821	85689199	chr9	1.97921772811354	0	2
7641	7660	JAX00190548	JAX00700768	20	85694426	85838458	chr9	1.96656563772386	0	2
7661	7680	JAX00700772	JAX00700807	20	85841899	85954775	chr9	1.91730303294008	0	2
7681	7700	JAX00700811	JAX00700849	20	85964081	86203746	chr9	1.90830306003899	0	2
7701	7720	JAX00700851	JAX00173806	20	86207191	86357534	chr9	1.61901311521279	0	2
7721	7740	UNC16805938	JAX00237684	20	86362268	86462626	chr9	1.34795228514449	1	2
7741	7760	JAX00190550	JAX00700932	20	86515827	86700514	chr9	1.34510225693421	1	2
7761	7780	JAX00190552	JAX00700957	20	86703722	86850376	chr9	1.21955573113733	1	2
7781	7800	JAX00173843	JAX00237698	20	86859278	87122456	chr9	1.17081917361419	1	2
7801	7820	JAX00701007	JAX00701040	20	87129938	87254995	chr9	1.12623189358249	1	2
7821	7840	JAX00701045	JAX00237707	20	87273190	87448669	chr9	1.34313669380337	0	2
7841	7860	JAX00173887	JAX00173899	20	87457768	87618520	chr9	1.48264970561313	0	2
7861	7880	JAX00701138	JAX00173917	20	87646065	87863557	chr9	1.48732236129134	0	2
7881	7900	JAX00173919	JAX00701211	20	87882363	88017176	chr9	1.46596627162258	0	2
7901	7920	JAX00701213	JAX00701250	20	88018774	88291458	chr9	1.47022029590876	0	2
7921	7940	JAX00237727	UNC090180616	20	88294911	88987240	chr9	1.45878720733301	0	2
7941	7960	JAX00701294	JAX00701327	20	89115915	89362741	chr9	1.92889119858918	0	2
7961	7980	JAX00174027	JAX00701368	20	89407736	89703114	chr9	1.91722679141377	0	2
7981	8000	UNC16841961	JAX00701437	20	89713407	89936849	chr9	1.69980913667268	0	2
8001	8020	JAX00237759	JAX00701467	20	89951940	90208089	chr9	0.77916560848743	1	2
8021	8040	JAX00174088	JAX00174111	20	90209384	90532461	chr9	0.753228333998698	1	2
8041	8060	JAX00174114	UNC16854310	20	90553788	90781232	chr9	0.689858292509826	1	2
8061	8080	JAX00174131	JAX00701575	20	90794999	90973461	chr9	0.689228493651886	1	2
8081	8100	JAX00701576	UNC16860240	20	90997279	91313195	chr9	0.688021410230823	1	2
8101	8120	JAX00701635	JAX00174203	20	91321335	91750665	chr9	0.748665604792383	1	2
8121	8140	JAX00701676	JAX00174231	20	91751774	92106456	chr9	1.16674898319545	1	2
8141	8160	JAX00701710	JAX00174249	20	92122368	92340809	chr9	1.21764894584766	1	2
8161	8180	JAX00237813	JAX00701774	20	92360069	92474359	chr9	1.43138454492645	1	2
8181	8200	JAX00701777	JAX00701858	20	92482897	92668407	chr9	1.77518583457516	0	2
8201	8220	JAX00237822	JAX00701910	20	92670179	92805258	chr9	1.78282176105483	0	2
8221	8240	JAX00701912	JAX00701980	20	92806000	93012876	chr9	1.4468090842306	1	2
8241	8260	JAX00701983	UNC16887186	20	93014584	93364454	chr9	1.31307273729794	1	2
8261	8280	JAX00237838	backupUNC090483659	20	93375021	93695397	chr9	1.14934041585691	1	2
8281	8300	JAX00702090	JAX00702149	20	93723254	93991026	chr9	1.03345789145565	0	2
8301	8320	JAX00702152	UNC16900598	20	93999282	94168019	chr9	1.03925350748926	0	2
8321	8340	JAX00702209	JAX00702247	20	94179610	94375845	chr9	0.987229258630991	0	2
8341	8360	UNC090302332	JAX00702308	20	94405878	94604552	chr9	1.02437452653509	0	2
8361	8380	JAX00702310	JAX00174434	20	94618538	94836783	chr9	1.28046899475299	0	2
8381	8400	JAX00174435	JAX00702411	20	94842293	95044997	chr9	1.27150981957995	0	2
8401	8420	JAX00702414	JAX00702453	20	95054962	95281909	chr9	1.23358587094377	0	2
8421	8440	JAX00174470	JAX00174486	20	95291133	95518398	chr9	1.57959477400404	0	2
8441	8460	UNC16919934	JAX00702522	20	95526317	95767516	chr9	1.51955018464741	0	2
8461	8480	UNC16923451	UNC16925877	20	95770081	96064635	chr9	1.38565590745096	1	2
8481	8500	UNC16926407	JAX00702592	20	96102716	96256811	chr9	1.27961106745237	0	2
8501	8520	JAX00702593	JAX00702641	20	96256899	96481147	chr9	1.14071175994721	0	2
8521	8540	JAX00702645	JAX00702692	20	96495914	96699786	chr9	1.95081180809705	0	2
8541	8560	JAX00702696	JAX00702747	20	96707544	96871632	chr9	2.00918688623477	0	2
8561	8580	JAX00702751	JAX00702789	20	96883173	97103934	chr9	2.00636234311461	0	2
8581	8600	JAX00702790	JAX00174621	20	97103959	97322681	chr9	1.61610886979275	0	2
8601	8620	JAX00702823	JAX00702865	20	97322712	97436042	chr9	1.06913396639543	0	2
8621	8640	JAX00702866	JAX00702912	20	97436833	97641029	chr9	1.06473582661449	0	2
8641	8660	JAX00237948	JAX00702937	20	97643712	97793600	chr9	1.06111203164015	0	2
8661	8680	JAX00702938	JAX00702968	20	97794373	98054378	chr9	1.05720803589534	0	2
8681	8700	JAX00174679	UNC16958335	20	98080906	98324418	chr9	1.6610422954236	0	2
8701	8720	JAX00174698	JAX00703040	20	98331617	98543384	chr9	1.05299569101354	0	2
8721	8740	JAX00703041	JAX00703108	20	98545071	98835253	chr9	1.00703583838708	0	2
8741	8760	JAX00703115	UNC16966849	20	98842828	99019501	chr9	0.943714796997291	0	2
8761	8780	JAX00703144	UNC16969146	20	99027088	99191768	chr9	1.13878207856915	0	2
8781	8800	JAX00237986	JAX00703232	20	99195212	99345204	chr9	1.17828391839169	0	2
8801	8820	JAX00703234	JAX00237992	20	99348899	99533493	chr9	1.17835401117359	0	2
8821	8840	UNC16973611	JAX00703350	20	99538167	99674929	chr9	1.17765305520795	0	2
8841	8860	JAX00703351	JAX00174812	20	99675122	99853491	chr9	1.0505476201288	0	2
8861	8880	JAX00703411	JAX00703457	20	99855508	100035422	chr9	1.02105552409599	0	2
8881	8900	JAX00703458	JAX00703498	20	100039581	100175832	chr9	1.01886933341989	0	2
8901	8920	JAX00703500	JAX00703538	20	100178885	100253542	chr9	1.05840463564804	0	2
8921	8940	JAX00703543	UNC16989070	20	100257955	100482321	chr9	1.09405884305816	0	2
8941	8960	JAX00703599	UNC16991650	20	100483979	100756128	chr9	1.06866800572174	0	2
8961	8980	JAX00703650	UNC16993279	20	100770082	100899684	chr9	1.03376020398259	0	2
8981	9000	JAX00703708	JAX00703731	20	100925094	101045954	chr9	0.937319697867435	0	2
9001	9020	JAX00703732	JAX00174918	20	101046011	101225010	chr9	1.00352912443631	0	2
9021	9040	JAX00703774	UNC17000420	20	101242962	101425000	chr9	1.01225299263672	0	2
9041	9060	UNC17000910	JAX00703847	20	101454566	101599066	chr9	1.03473707204294	0	2
9061	9080	JAX00703850	UNC17005235	20	101604183	101804288	chr9	0.990537815583936	0	2
9081	9100	UNC17005411	JAX00238038	20	101820704	101992155	chr9	0.99007040621106	0	2
9101	9120	UNC17007733	JAX00703962	20	102018056	102204709	chr9	0.991775945554412	0	2
9121	9140	JAX00703965	UNC17012454	20	102220119	102439478	chr9	0.995546386889148	0	2
9141	9160	JAX00704007	JAX00175021	20	102441466	102602520	chr9	0.999795132406335	0	2
9161	9180	JAX00704044	JAX00704064	20	102612555	102814653	chr9	1.00501987061476	0	2
9181	9200	JAX00175037	JAX00175052	20	102815105	103026816	chr9	1.08897952767022	0	2
9201	9220	JAX00175053	JAX00704137	20	103026846	103227132	chr9	1.151954399403	0	2
9221	9240	JAX00704138	JAX00175081	20	103228164	103396963	chr9	1.16783828659422	0	2
9241	9260	JAX00704160	JAX00175087	20	103399759	103466312	chr9	1.15518327816157	0	2
9261	9280	UNC17027309	JAX00175099	20	103474263	103639556	chr9	1.24432429974183	0	2
9281	9300	JAX00175101	JAX00704254	20	103650813	103848105	chr9	1.28399941351701	0	2
9301	9320	JAX00704255	JAX00175128	20	103849128	104040147	chr9	1.28744236565648	0	2
9321	9340	JAX00704280	JAX00704312	20	104040800	104263080	chr9	1.29152635716182	0	2
9341	9360	JAX00175147	JAX00175165	20	104282294	104503524	chr9	1.30546465283745	0	2
9361	9380	JAX00704347	JAX00175182	20	104531394	104745294	chr9	1.3210668438653	0	2
9381	9400	JAX00175183	JAX00704409	20	104745956	104940381	chr9	1.27010932884115	0	2
9401	9420	JAX00175196	UNC17055482	20	104940860	105109774	chr9	1.29054232865043	0	2
9421	9440	JAX00175212	UNC17058456	20	105134728	105268278	chr9	1.29162252881421	0	2
9441	9460	JAX00704494	JAX00704527	20	105273164	105461277	chr9	1.3280055621018	0	2
9461	9480	JAX00175237	UNC17067053	20	105464915	105774669	chr9	1.34811627505558	0	2
9481	9500	JAX00704566	JAX00175271	20	105793697	105936071	chr9	1.3445205655623	0	2
9501	9520	JAX00704604	JAX00704635	20	105961221	106191968	chr9	1.33918239791843	0	2
9521	9540	JAX00704641	JAX00704679	20	106216143	106504775	chr9	1.32781293233956	0	2
9541	9560	JAX00704680	JAX00175328	20	106504878	106695572	chr9	1.31700303409462	0	2
9561	9580	UNC17079764	JAX00704754	20	106698708	106956286	chr9	1.28320289673324	0	2
9581	9600	UNC17081852	UNC17082806	20	106965430	107115730	chr9	1.26622161988636	1	2
9601	9620	UNC17083073	UNC17085004	20	107148669	107289256	chr9	1.21233101865787	1	2
9621	9640	JAX00704797	JAX00704828	20	107295927	107385986	chr9	1.202481912413	1	2
9641	9660	JAX00704830	JAX00175391	20	107394168	107534848	chr9	1.15410448192086	1	2
9661	9680	JAX00704859	UNC17088952	20	107539119	107672813	chr9	1.11836247513989	1	2
9681	9700	JAX00238112	JAX00175415	20	107677245	107857601	chr9	1.12585416208959	1	2
9701	9720	backupJAX00704927	UNC17092085	20	107863497	108046489	chr9	1.20309098286028	1	2
9721	9740	JAX00175430	JAX00705004	20	108052784	108402082	chr9	0.815524721187865	1	2
9741	9760	JAX00175456	JAX00705029	20	108402931	108648303	chr9	0.66616559973104	1	2
9761	9780	JAX00705031	JAX00238132	20	108676742	108950917	chr9	0.459236068723996	1	2
9781	9800	JAX00705077	JAX00175519	20	108959853	109312913	chr9	0.207619953083093	1	2
9801	9820	UNC17102772	JAX00705155	20	109355709	109700601	chr9	0.276994501031987	1	2
9821	9840	JAX00175550	UNC17109021	20	109723856	109940588	chr9	0.278673808672978	1	2
9841	9860	UNC17109233	JAX00705234	20	109966675	110151702	chr9	0.277723181594139	1	2
9861	9880	JAX00175583	UNC17113030	20	110158649	110338893	chr9	0.276533137401143	1	2
9881	9900	JAX00705273	JAX00175611	20	110353837	110551933	chr9	0.259309298672456	1	2
9901	9920	UNC17114915	JAX00705387	20	110562932	110872604	chr9	0.255719272441529	1	2
9921	9940	JAX00705388	JAX00705444	20	110872746	111179796	chr9	0.260493502639086	1	2
9941	9960	JAX00175660	JAX00705480	20	111182227	111310504	chr9	0.202604913148214	1	2
9961	9980	JAX00705482	JAX00705514	20	111310774	111432064	chr9	0.193137393967977	1	2
9981	10000	JAX00705519	JAX00705547	20	111442044	111536106	chr9	0.182796243784519	1	2
10001	10020	JAX00705548	UNC17132286	20	111536487	111686926	chr9	0.150157494490231	1	2
10021	10040	UNC17132795	UNC17136444	20	111715736	111901431	chr9	0.154600105710057	1	2
10041	10060	JAX00705623	JAX00705646	20	111905754	112085804	chr9	0.160015068043273	1	2
10061	10080	JAX00705647	JAX00705676	20	112085965	112164272	chr9	0.239718790968445	1	2
10081	10100	UNC17140272	UNC17142341	20	112168395	112295564	chr9	0.25011731228883	1	2
10101	10120	JAX00175744	JAX00705755	20	112298570	112454598	chr9	0.272222450423368	1	2
10121	10140	JAX00705756	JAX00175762	20	112454910	112558810	chr9	0.300796844968101	1	2
10141	10160	JAX00175763	JAX00238216	20	112563096	112694365	chr9	0.337512158959938	1	2
10161	10180	UNC17149497	JAX00705884	20	112706635	112812488	chr9	0.337602704179656	1	2
10181	10200	JAX00705893	JAX00175789	20	112829435	112932252	chr9	0.337694105732013	1	2
10201	10220	JAX00175790	JAX00705958	20	112932343	113033872	chr9	0.33772529856493	1	2
10221	10240	UNC17154932	JAX00705995	20	113039127	113135012	chr9	0.331733558424783	1	2
10241	10260	JAX00705996	UNC17158578	20	113138558	113245031	chr9	0.331939604597029	1	2
10261	10280	UNC17158748	UNC17160534	20	113253620	113361739	chr9	0.333847965802152	1	2
10281	10300	UNC17160564	JAX00706090	20	113363751	113435178	chr9	0.306705900575608	1	2
10301	10320	UNC17161747	JAX00706143	20	113435573	113727977	chr9	0.265947476923322	1	2
10321	10340	JAX00706145	JAX00706183	20	113732382	113983484	chr9	0.269457887769508	1	2
10341	10360	JAX00706186	JAX00706274	20	113990630	114456877	chr9	0.323557141190853	1	2
10361	10380	JAX00175904	JAX00175914	20	114456921	114590545	chr9	0.463054752052114	1	2
10381	10400	UNC17175018	JAX00175929	20	114597959	114797161	chr9	0.448405696595759	1	2
10401	10420	JAX00706385	JAX00706430	20	114804574	114912218	chr9	0.428187444628418	1	2
10421	10440	JAX00706435	UNC17183172	20	114914126	115012240	chr9	0.429968646332933	1	2
10441	10460	UNC17183188	JAX00706479	20	115012837	115028605	chr9	0.429248046743738	1	2
10461	10480	JAX00706480	JAX00706507	20	115028628	115132841	chr9	0.424038938369438	1	2
10481	10500	JAX00706508	JAX00706539	20	115133435	115250871	chr9	0.412928789029785	1	2
10501	10520	JAX00706540	UNC17189514	20	115254656	115364222	chr9	0.399572921318321	1	2
10521	10540	JAX00706597	JAX00706641	20	115400471	115494899	chr9	0.309660700015324	1	2
10541	10560	JAX00175981	JAX00175991	20	115497095	115589386	chr9	0.195335858902767	1	2
10561	10580	JAX00238284	UNC17195117	20	115591160	115712204	chr9	0.194637642200439	1	2
10581	10600	UNC17195239	UNC17197000	20	115723888	115858020	chr9	0.193907917887106	1	2
10601	10620	JAX00706717	JAX00706752	20	115858316	115961582	chr9	0.19137135198488	1	2
10621	10640	UNC17199210	UNC17201519	20	115976672	116122640	chr9	0.17316267683502	1	2
10641	10660	UNC17201794	JAX00706813	20	116137965	116257870	chr9	0.16798629022144	1	2
10661	10680	UNC17203935	JAX00706849	20	116269497	116404165	chr9	0.172093126092007	1	2
10681	10700	UNC17206017	JAX00176059	20	116407556	116505560	chr9	0.163222487442813	1	2
10701	10720	UNC17207493	UNC17209865	20	116507685	116656080	chr9	0.169854631604905	1	2
10721	10740	UNC17210048	JAX00706920	20	116669358	116763860	chr9	0.199707898088977	1	2
10741	10760	UNC17211489	JAX00706945	20	116768200	116926342	chr9	0.23544487538706	1	2
10761	10780	JAX00706946	JAX00706972	20	116926745	117041169	chr9	0.237856883328603	1	2
10781	10800	JAX00706975	UNC090379276	20	117048081	117285506	chr9	0.231903897527111	1	2
10801	10820	UNC17219264	JAX00707059	20	117289907	117513332	chr9	0.0464523154874101	1	2
10821	10840	JAX00707062	JAX00707122	20	117535410	117705905	chr9	0.054053027891042	1	2
10841	10860	JAX00707124	JAX00707169	20	117709085	117814466	chr9	0.0492315875582493	1	2
10861	10880	JAX00707171	JAX00707235	20	117815383	118103317	chr9	0.0906738048984393	1	2
10881	10900	JAX00707241	JAX00707294	20	118122934	118322654	chr9	0.097899374090243	1	2
10901	10920	JAX00707298	JAX00707353	20	118337720	118586147	chr9	0.0982925093977032	1	2
10921	10940	JAX00707362	UNC17242121	20	118623017	118766811	chr9	0.0863724194942802	1	2
10941	10960	UNC17242146	UNC17242743	20	118768400	118793362	chr9	0.0889801441014942	1	2
10961	10980	UNC17242756	UNC17244882	20	118794332	118923310	chr9	0.0879396570810174	1	2
10981	11000	JAX00176238	JAX00707479	20	118927279	119126330	chr9	0.0874008856517895	1	2
11001	11020	JAX00176254	JAX00707507	20	119127895	119307228	chr9	0.0835786031105759	1	2
11021	11040	JAX00176269	UNC17251060	20	119313222	119488812	chr9	0.0857702129794951	1	2
11041	11060	UNC17251520	UNC17253755	20	119515486	119660337	chr9	0.0831045498148477	1	2
11061	11080	backupUNC090256482	JAX00176310	20	119673878	119866004	chr9	0.124457082930208	1	2
11081	11100	JAX00176311	UNC17260201	20	119866188	120119546	chr9	0.10329310921266	1	2
11101	11120	JAX00707698	JAX00707747	20	120154312	120335285	chr9	0.0757816059863731	2	2
11121	11140	UNC090256644	JAX00176365	20	120341066	120606793	chr9	0.0765344969663448	2	2
11141	11160	JAX00707794	JAX00707819	20	120609645	120730864	chr9	0.0892369754255061	2	2
11161	11180	UNC17270323	UNC17273026	20	120740899	120927503	chr9	0.084397724999169	2	2
11181	11200	JAX00707849	UNC17275314	20	120932819	121066917	chr9	0.107774047159649	2	2
11201	11220	JAX00707907	JAX00707956	20	121071138	121195223	chr9	0.0965116090578336	2	2
