from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
9281	9300	JAX00175101	JAX00704254	20	103650813	103848105	chr9	3.73223091501991
9301	9320	JAX00704255	JAX00175128	20	103849128	104040147	chr9	3.73264734196328
9321	9340	JAX00704280	JAX00704312	20	104040800	104263080	chr9	3.73238662500851
9341	9360	JAX00175147	JAX00175165	20	104282294	104503524	chr9	3.72318149384266
9361	9380	JAX00704347	JAX00175182	20	104531394	104745294	chr9	3.71185807467326
9381	9400	JAX00175183	JAX00704409	20	104745956	104940381	chr9	3.68992841954655
9401	9420	JAX00175196	UNC17055482	20	104940860	105109774	chr9	3.72196637782604
9421	9440	JAX00175212	UNC17058456	20	105134728	105268278	chr9	3.72585461632698
9441	9460	JAX00704494	JAX00704527	20	105273164	105461277	chr9	3.73018161016499
9461	9480	JAX00175237	UNC17067053	20	105464915	105774669	chr9	3.77596024178049
9481	9500	JAX00704566	JAX00175271	20	105793697	105936071	chr9	3.78038485946905
9501	9520	JAX00704604	JAX00704635	20	105961221	106191968	chr9	3.78275123386378
9521	9540	JAX00704641	JAX00704679	20	106216143	106504775	chr9	3.78388986794079
9541	9560	JAX00704680	JAX00175328	20	106504878	106695572	chr9	3.78246300828658
9561	9580	UNC17079764	JAX00704754	20	106698708	106956286	chr9	3.7546344657395
9581	9600	UNC17081852	UNC17082806	20	106965430	107115730	chr9	3.73011767928227
9601	9620	UNC17083073	UNC17085004	20	107148669	107289256	chr9	3.7253648395786
9621	9640	JAX00704797	JAX00704828	20	107295927	107385986	chr9	3.72337603007787
9641	9660	JAX00704830	JAX00175391	20	107394168	107534848	chr9	3.69795100180203
9661	9680	JAX00704859	UNC17088952	20	107539119	107672813	chr9	3.67634000807036
9681	9700	JAX00238112	JAX00175415	20	107677245	107857601	chr9	3.67674414156716
9701	9720	backupJAX00704927	UNC17092085	20	107863497	108046489	chr9	3.81713826538768
9721	9740	JAX00175430	JAX00705004	20	108052784	108402082	chr9	3.5095689482134
9741	9760	JAX00175456	JAX00705029	20	108402931	108648303	chr9	3.38491986525286
9761	9780	JAX00705031	JAX00238132	20	108676742	108950917	chr9	3.17587681666446
9781	9800	JAX00705077	JAX00175519	20	108959853	109312913	chr9	3.08792495738422
9801	9820	UNC17102772	JAX00705155	20	109355709	109700601	chr9	3.32102355308159
9821	9840	JAX00175550	UNC17109021	20	109723856	109940588	chr9	3.32761787977903
9841	9860	UNC17109233	JAX00705234	20	109966675	110151702	chr9	3.32251150781863
9861	9880	JAX00175583	UNC17113030	20	110158649	110338893	chr9	3.32146611204782
9881	9900	JAX00705273	JAX00175611	20	110353837	110551933	chr9	3.30559914799607
9901	9920	UNC17114915	JAX00705387	20	110562932	110872604	chr9	3.3065950180112
9921	9940	JAX00705388	JAX00705444	20	110872746	111179796	chr9	3.30449507635287
9941	9960	JAX00175660	JAX00705480	20	111182227	111310504	chr9	3.16483677152224
9961	9980	JAX00705482	JAX00705514	20	111310774	111432064	chr9	3.14202634369724
9981	10000	JAX00705519	JAX00705547	20	111442044	111536106	chr9	3.11779373033587
10001	10020	JAX00705548	UNC17132286	20	111536487	111686926	chr9	3.03040007514895
10021	10040	UNC17132795	UNC17136444	20	111715736	111901431	chr9	3.02945970403626
10041	10060	JAX00705623	JAX00705646	20	111905754	112085804	chr9	3.02890267736333
10061	10080	JAX00705647	JAX00705676	20	112085965	112164272	chr9	3.1870162408428
10081	10100	UNC17140272	UNC17142341	20	112168395	112295564	chr9	3.20626785056208
10101	10120	JAX00175744	JAX00705755	20	112298570	112454598	chr9	3.22896347747297
10121	10140	JAX00705756	JAX00175762	20	112454910	112558810	chr9	3.26235429041676
10141	10160	JAX00175763	JAX00238216	20	112563096	112694365	chr9	3.30829741441286
10161	10180	UNC17149497	JAX00705884	20	112706635	112812488	chr9	3.30732527450149
10181	10200	JAX00705893	JAX00175789	20	112829435	112932252	chr9	3.30638964733762
10201	10220	JAX00175790	JAX00705958	20	112932343	113033872	chr9	3.30563173828585
10221	10240	UNC17154932	JAX00705995	20	113039127	113135012	chr9	3.25975285845932
10241	10260	JAX00705996	UNC17158578	20	113138558	113245031	chr9	3.25462329299414
10261	10280	UNC17158748	UNC17160534	20	113253620	113361739	chr9	3.25472665902757
10281	10300	UNC17160564	JAX00706090	20	113363751	113435178	chr9	3.22710833367489
10301	10320	UNC17161747	JAX00706143	20	113435573	113727977	chr9	3.1850328634261
10321	10340	JAX00706145	JAX00706183	20	113732382	113983484	chr9	3.18974112256605
10341	10360	JAX00706186	JAX00706274	20	113990630	114456877	chr9	3.27011095820337
10361	10380	JAX00175904	JAX00175914	20	114456921	114590545	chr9	3.42190410833759
10381	10400	UNC17175018	JAX00175929	20	114597959	114797161	chr9	3.39785085860944
10401	10420	JAX00706385	JAX00706430	20	114804574	114912218	chr9	3.36838429535689
10421	10440	JAX00706435	UNC17183172	20	114914126	115012240	chr9	3.3807451466639
10441	10460	UNC17183188	JAX00706479	20	115012837	115028605	chr9	3.38743606964573
10461	10480	JAX00706480	JAX00706507	20	115028628	115132841	chr9	3.38491527662605
10481	10500	JAX00706508	JAX00706539	20	115133435	115250871	chr9	3.38004165956209
10501	10520	JAX00706540	UNC17189514	20	115254656	115364222	chr9	3.37413844648545
10521	10540	JAX00706597	JAX00706641	20	115400471	115494899	chr9	3.23269889446759
10541	10560	JAX00175981	JAX00175991	20	115497095	115589386	chr9	3.0080276906329
10561	10580	JAX00238284	UNC17195117	20	115591160	115712204	chr9	3.00654149646983
10581	10600	UNC17195239	UNC17197000	20	115723888	115858020	chr9	3.00497910050826
10601	10620	JAX00706717	JAX00706752	20	115858316	115961582	chr9	3.00150783607893
10621	10640	UNC17199210	UNC17201519	20	115976672	116122640	chr9	2.97731697495483
10641	10660	UNC17201794	JAX00706813	20	116137965	116257870	chr9	2.97121131438762
10661	10680	UNC17203935	JAX00706849	20	116269497	116404165	chr9	2.96430048874824
10681	10700	UNC17206017	JAX00176059	20	116407556	116505560	chr9	2.92270738524849
10701	10720	UNC17207493	UNC17209865	20	116507685	116656080	chr9	2.92895529387953
10721	10740	UNC17210048	JAX00706920	20	116669358	116763860	chr9	2.94050411662145
10741	10760	UNC17211489	JAX00706945	20	116768200	116926342	chr9	2.95641891300023
10761	10780	JAX00706946	JAX00706972	20	116926745	117041169	chr9	2.95712712072982
10781	10800	JAX00706975	UNC090379276	20	117048081	117285506	chr9	2.95182563990342
10801	10820	UNC17219264	JAX00707059	20	117289907	117513332	chr9	2.62453346016032
10821	10840	JAX00707062	JAX00707122	20	117535410	117705905	chr9	2.67356195608786
10841	10860	JAX00707124	JAX00707169	20	117709085	117814466	chr9	2.74846386541712
10861	10880	JAX00707171	JAX00707235	20	117815383	118103317	chr9	3.1092518438525
10881	10900	JAX00707241	JAX00707294	20	118122934	118322654	chr9	3.16542463644793
10901	10920	JAX00707298	JAX00707353	20	118337720	118586147	chr9	3.20333243717675
10921	10940	JAX00707362	UNC17242121	20	118623017	118766811	chr9	3.1707765983043
10941	10960	UNC17242146	UNC17242743	20	118768400	118793362	chr9	3.17022110124507
10961	10980	UNC17242756	UNC17244882	20	118794332	118923310	chr9	3.16704147643258
10981	11000	JAX00176238	JAX00707479	20	118927279	119126330	chr9	3.17036094522147
11001	11020	JAX00176254	JAX00707507	20	119127895	119307228	chr9	3.14689051226253
11021	11040	JAX00176269	UNC17251060	20	119313222	119488812	chr9	3.14551240994075
11041	11060	UNC17251520	UNC17253755	20	119515486	119660337	chr9	3.14180339731327
11061	11080	backupUNC090256482	JAX00176310	20	119673878	119866004	chr9	3.45443549543603
11081	11100	JAX00176311	UNC17260201	20	119866188	120119546	chr9	3.45714634763451
11101	11120	JAX00707698	JAX00707747	20	120154312	120335285	chr9	3.45601643024063
11121	11140	UNC090256644	JAX00176365	20	120341066	120606793	chr9	3.55540539115702
11141	11160	JAX00707794	JAX00707819	20	120609645	120730864	chr9	3.60766844685922
11161	11180	UNC17270323	UNC17273026	20	120740899	120927503	chr9	3.47434162041585
11181	11200	JAX00707849	UNC17275314	20	120932819	121066917	chr9	3.64513634804185
11201	11220	JAX00707907	JAX00707956	20	121071138	121195223	chr9	3.45887867780653
11221	11240	JAX00707959	JAX00708008	20	121198131	121410858	chr9	3.68939367359448
11241	11260	JAX00708011	JAX00708067	20	121435314	121649425	chr9	3.67205139443738
11261	11280	JAX00708071	UNC17286512	20	121660089	121883526	chr9	3.6224871005159
11281	11300	JAX00708125	JAX00708170	20	121922209	122170428	chr9	3.72840813138581
11301	11320	UNC17290629	JAX00708207	20	122177662	122421711	chr9	4.97133087513253
11321	11340	JAX00708209	UNC17296604	20	122436814	122650431	chr9	4.84637299977983
11341	11360	JAX00708264	UNC17297900	20	122662520	122803376	chr9	3.86398752947007
11361	11380	JAX00708288	UNC17298567	20	122807284	122866244	chr9	3.86553778114602
11381	11400	JAX00708301	UNC17299537	20	122868012	122951401	chr9	3.8129472668989
11401	11420	UNC17299627	backupUNC090257190	20	122957802	123113278	chr9	4.26318818596758
11421	11440	JAX00176554	JAX00708377	20	123116169	123301725	chr9	4.27580802234003
11441	11460	UNC17304543	JAX00708417	20	123304458	123499712	chr9	4.25079806272903
11461	11480	JAX00708418	JAX00176599	20	123505197	123729912	chr9	4.27376768060091
11481	11500	JAX00176600	UNC17311143	20	123733277	123876784	chr9	4.27074674023705
1	20	JAX00014320	JAX00281303	20	3021156	3287618	chr10	2.99877447823034
21	40	JAX00281305	JAX00281357	20	3291626	3474793	chr10	2.96275400207406
41	60	JAX00194443	JAX00014370	20	3497770	3668806	chr10	2.93683132082658
61	80	JAX00281396	JAX00281435	20	3674077	3856991	chr10	2.93558985846183
81	100	JAX00281437	JAX00014407	20	3878195	4178150	chr10	2.93415898172305
101	120	JAX00281494	JAX00281543	20	4178744	4446668	chr10	2.93246112645003
121	140	JAX00281547	JAX00281592	20	4460285	4704051	chr10	2.8873220874344
141	160	JAX00281593	JAX00281648	20	4706560	4862317	chr10	2.93034567827963
161	180	JAX00014460	JAX00014470	20	4864511	5001581	chr10	2.93018090721989
181	200	JAX00281682	JAX00194485	20	5004523	5320294	chr10	2.90682421995419
201	220	JAX00281745	JAX00281791	20	5368141	5670514	chr10	2.90708514854597
221	240	JAX00281794	JAX00281858	20	5693361	5989310	chr10	2.8797450667537
241	260	JAX00281859	JAX00281898	20	5989995	6262994	chr10	2.85730780060488
261	280	JAX00281902	JAX00281955	20	6304755	6610211	chr10	2.85133369464677
281	300	JAX00281959	JAX00282002	20	6618680	6964714	chr10	2.84890929923958
301	320	JAX00282003	JAX00014638	20	6968801	7324894	chr10	2.89260280039275
321	340	JAX00282047	JAX00014661	20	7327143	7605980	chr10	2.99233109680033
341	360	JAX00282104	JAX00282139	20	7638856	7820625	chr10	3.00602463737392
361	380	JAX00282143	JAX00014694	20	7838012	8058060	chr10	3.00875667794625
381	400	UNC17381028	JAX00282260	20	8087966	8381096	chr10	3.03368540970459
401	420	JAX00282261	JAX00282308	20	8381949	8587466	chr10	3.0582659674593
421	440	UNC17388740	UNC17392185	20	8587881	8792334	chr10	3.05741027662161
441	460	UNC17392398	JAX00282405	20	8804334	9008827	chr10	3.0702540597601
461	480	JAX00282406	JAX00282472	20	9009087	9295897	chr10	3.02470155953023
481	500	UNC17400795	JAX00282541	20	9328380	9614367	chr10	3.02781952593769
501	520	JAX00014811	UNC17408166	20	9625228	9937297	chr10	3.03440761427763
521	540	JAX00282577	JAX00014853	20	9954884	10177110	chr10	3.03529592207511
541	560	UNC17410695	JAX00194596	20	10181214	10398069	chr10	3.11985028971058
561	580	UNC17412832	JAX00282692	20	10398179	10635990	chr10	3.12712133565262
581	600	JAX00014888	JAX00282733	20	10649598	10851438	chr10	3.12900196187552
601	620	JAX00194613	JAX00194619	20	10871181	11041554	chr10	3.1810171745767
621	640	JAX00282755	JAX00282801	20	11046756	11184364	chr10	3.20109600126079
641	660	UNC17423826	JAX00282851	20	11232324	11490926	chr10	3.20968070892165
661	680	JAX00282854	UNC100015468	20	11501656	11710506	chr10	3.21724637093997
681	700	JAX00014969	JAX00282931	20	11717455	12003663	chr10	3.21670923871824
701	720	JAX00282932	JAX00015001	20	12008590	12156415	chr10	3.2095588888379
721	740	JAX00282957	JAX00015014	20	12158836	12327422	chr10	3.20896881672899
741	760	JAX00283004	JAX00194649	20	12333552	12476380	chr10	3.18898297443443
761	780	JAX00194650	UNC17443109	20	12476402	12636669	chr10	3.17099284760937
781	800	JAX00283070	JAX00283100	20	12658333	12816958	chr10	3.17389766237057
801	820	UNC17446445	UNC17448713	20	12830257	13006113	chr10	3.17438854553371
821	840	JAX00015066	UNC17450835	20	13009699	13169899	chr10	3.17488575970477
841	860	JAX00283180	JAX00283209	20	13188607	13378187	chr10	3.17516326438067
861	880	JAX00015092	JAX00283240	20	13387817	13560870	chr10	3.17524459792056
881	900	JAX00283241	JAX00283275	20	13561109	13740242	chr10	3.00032914213577
901	920	JAX00015121	JAX00283308	20	13750477	13859055	chr10	2.98246767355299
921	940	UNC17461521	JAX00015145	20	13874646	14083992	chr10	2.95249789077803
941	960	JAX00015146	JAX00015159	20	14088393	14249827	chr10	2.82274454265803
961	980	UNC17467550	JAX00283425	20	14255144	14496970	chr10	2.82323158894726
981	1000	JAX00015178	backupUNC100020004	20	14512250	14856314	chr10	2.82571411117179
1001	1020	JAX00015203	JAX00283508	20	14860349	15078368	chr10	2.92869411950031
1021	1040	JAX00283509	JAX00015254	20	15078468	15525213	chr10	2.93031119347981
1041	1060	backupUNC100277875	JAX00015273	20	15551476	15781641	chr10	2.87595082760984
1061	1080	JAX00015276	UNC17492083	20	15819756	16193436	chr10	2.84745579240649
1081	1100	UNC100022188	JAX00283694	20	16195740	16465437	chr10	2.93768579671703
1101	1120	JAX00283695	JAX00283725	20	16480606	16728048	chr10	2.94347846772018
1121	1140	JAX00283727	JAX00015368	20	16728682	17048508	chr10	2.93769199513076
1141	1160	JAX00283770	JAX00283800	20	17054792	17268398	chr10	2.94469281803733
1161	1180	JAX00015386	JAX00283837	20	17289606	17472515	chr10	2.99683384242941
1181	1200	JAX00015400	JAX00283885	20	17478118	17685825	chr10	3.06063580593396
1201	1220	JAX00283886	JAX00283928	20	17685942	17899252	chr10	3.06291292230324
1221	1240	JAX00015432	UNC17514992	20	17909749	18104305	chr10	3.06708767498662
1241	1260	JAX00283984	JAX00284014	20	18116444	18255730	chr10	3.02358813035202
1261	1280	UNC17517490	UNC17520495	20	18259002	18424340	chr10	3.02076349719017
1281	1300	JAX00194736	JAX00284102	20	18460574	18597341	chr10	3.01395154320152
1301	1320	JAX00284104	JAX00284150	20	18598728	18731167	chr10	3.01015963412341
1321	1340	JAX00284152	JAX00284205	20	18737363	18892341	chr10	3.01555234908832
1341	1360	JAX00284206	JAX00284245	20	18892552	19029119	chr10	3.02657459200989
1361	1380	JAX00284248	JAX00015532	20	19035500	19248414	chr10	3.0270614675675
1381	1400	JAX00015534	JAX00015549	20	19250852	19468849	chr10	3.04061029776366
1401	1420	backupUNC100206631	JAX00284365	20	19469350	19694515	chr10	3.14799313889851
1421	1440	UNC17538601	JAX00284401	20	19694952	19859386	chr10	3.09852247045772
1441	1460	UNC17540933	JAX00284445	20	19877339	19978092	chr10	3.09651690266026
1461	1480	JAX00284446	JAX00015598	20	19978717	20111588	chr10	3.02315659943266
1481	1500	JAX00284473	JAX00284524	20	20125095	20348726	chr10	3.03351020751296
1501	1520	UNC17547137	UNC17549187	20	20355480	20521437	chr10	3.05547341969469
1521	1540	UNC17549305	UNC17550458	20	20531464	20620166	chr10	3.05844678705097
1541	1560	UNC17550528	JAX00015643	20	20627867	20723885	chr10	3.21470534938875
1561	1580	UNC17551463	UNC17552720	20	20726536	20820232	chr10	3.3737255438207
1581	1600	JAX00284622	JAX00284650	20	20821781	20966359	chr10	3.59930799439063
1601	1620	JAX00015662	JAX00015676	20	20971311	21153316	chr10	3.76887710675835
1621	1640	JAX00284684	JAX00284724	20	21153742	21273676	chr10	3.77211399691552
1641	1660	JAX00284725	JAX00284786	20	21277552	21393410	chr10	3.77075519467091
1661	1680	JAX00284789	JAX00284841	20	21404329	21611591	chr10	3.75878434283303
1681	1700	UNC17563918	JAX00284935	20	21643442	22336885	chr10	3.73129899868102
1701	1720	JAX00284937	JAX00284973	20	22337394	22590147	chr10	4.00673258816237
1721	1740	JAX00284974	JAX00285026	20	22590169	22847980	chr10	4.48303982749042
1741	1760	JAX00015796	JAX00285053	20	22850860	23014880	chr10	4.68088937986305
1761	1780	JAX00285054	UNC17581707	20	23015179	23218110	chr10	4.71172974497441
1781	1800	JAX00285100	JAX00015841	20	23255707	23451073	chr10	4.80511094899949
1801	1820	JAX00285141	JAX00015855	20	23479743	23624172	chr10	4.84158312411711
1821	1840	JAX00285185	JAX00285230	20	23625518	23912492	chr10	4.84161290780537
1841	1860	JAX00285231	JAX00285281	20	23923773	24061495	chr10	4.82323148991121
1861	1880	JAX00015888	JAX00285327	20	24064090	24293701	chr10	4.79508935043003
1881	1900	JAX00285331	JAX00285380	20	24295956	24493938	chr10	4.80672442238671
1901	1920	JAX00285381	JAX00015925	20	24500825	24567223	chr10	4.80586998095023
1921	1940	JAX00015927	JAX00285468	20	24586769	24711332	chr10	4.80465288727355
1941	1960	JAX00015937	JAX00015954	20	24712092	24932184	chr10	4.80196909766272
1961	1980	JAX00285540	JAX00285577	20	24951409	25065639	chr10	4.81081766877004
1981	2000	JAX00285579	JAX00285617	20	25065932	25259532	chr10	4.82346704179876
2001	2020	UNC17612962	JAX00285668	20	25264456	25426196	chr10	4.81481879061509
2021	2040	JAX00015992	UNC17619631	20	25449031	25745684	chr10	4.81370710417503
2041	2060	JAX00016017	UNC17624647	20	25770263	26102303	chr10	4.79963112047208
2061	2080	JAX00285788	JAX00016056	20	26147159	26307156	chr10	4.77421702511022
2081	2100	UNC17628197	JAX00285865	20	26325880	26497103	chr10	4.72096467708332
2101	2120	UNC17631016	UNC17632912	20	26500006	26611626	chr10	4.70068738215978
2121	2140	JAX00285881	UNC17634621	20	26612499	26734638	chr10	4.70001991219749
2141	2160	JAX00285912	UNC17637240	20	26739903	26887005	chr10	4.69930514029031
2161	2180	JAX00016100	JAX00285977	20	26891042	27120752	chr10	4.69814284568808
2181	2200	UNC17640770	JAX00286034	20	27135406	27341438	chr10	4.69715765904754
2201	2220	UNC17643974	JAX00016143	20	27342001	27466520	chr10	4.69647032336333
2221	2240	UNC17645528	JAX00286120	20	27469678	27601390	chr10	4.69574534634533
2241	2260	JAX00286121	JAX00286144	20	27601480	27784594	chr10	4.69791298730885
2261	2280	JAX00016168	JAX00286188	20	27800897	27978285	chr10	4.71230184454453
2281	2300	UNC17652686	JAX00016201	20	28002989	28239518	chr10	4.72982072818607
2301	2320	JAX00016202	JAX00016217	20	28263196	28439095	chr10	4.49807064950849
2321	2340	JAX00016218	JAX00286302	20	28439198	28673544	chr10	4.5040253873215
2341	2360	JAX00016235	JAX00286338	20	28685871	28937349	chr10	4.46131284300217
2361	2380	JAX00016253	JAX00016273	20	28938250	29192848	chr10	4.46343638049236
2381	2400	JAX00286380	UNC100581653	20	29196513	29459105	chr10	4.51383249788497
2401	2420	UNC17672586	JAX00286450	20	29469335	29841705	chr10	4.38678212071228
2421	2440	UNC17676099	JAX00016353	20	29859013	30252230	chr10	4.35225734988968
2441	2460	JAX00286483	JAX00286525	20	30256908	30519658	chr10	4.47092556627621
2461	2480	JAX00016374	JAX00016389	20	30533771	30745555	chr10	4.47666939977422
2481	2500	UNC17686413	JAX00286603	20	30746561	31062935	chr10	4.59803295795304
2501	2520	JAX00286605	UNC17694299	20	31067570	31310090	chr10	4.40596895438713
2521	2540	JAX00286661	JAX00286712	20	31317554	31587632	chr10	4.3682405670453
2541	2560	backupJAX00286714	JAX00286752	20	31588006	31756431	chr10	4.54091497902274
2561	2580	UNC17699722	JAX00016501	20	31781698	32247393	chr10	4.51511824365706
2581	2600	UNC17705907	UNC17709506	20	32260853	32491658	chr10	4.30874347505953
2601	2620	JAX00286845	JAX00286877	20	32492354	32834501	chr10	4.30372807072336
2621	2640	JAX00286881	JAX00195054	20	32836507	33133189	chr10	4.28165635795091
2641	2660	backupJAX00286915	JAX00195062	20	33142792	33516017	chr10	4.26332553438359
2661	2680	JAX00286957	JAX00286993	20	33548389	33914840	chr10	4.25196799448862
2681	2700	JAX00286995	JAX00016653	20	33920729	34254100	chr10	4.23234323282956
2701	2720	JAX00287024	JAX00287041	20	34255198	34482820	chr10	4.22433948053292
2721	2740	JAX00016672	UNC17738774	20	34529415	34817865	chr10	4.21776014239399
2741	2760	JAX00287075	UNC17745155	20	34824581	35283514	chr10	4.20115791891301
2761	2780	JAX00016729	JAX00016748	20	35291042	35569088	chr10	4.17297308437858
2781	2800	UNC17748835	UNC17752654	20	35602772	35922266	chr10	4.16309758021923
2801	2820	JAX00287175	JAX00287196	20	35949542	36187590	chr10	4.1461275601092
2821	2840	JAX00016796	UNC17759691	20	36210979	36480973	chr10	4.13652337819507
2841	2860	JAX00195127	UNC17763789	20	36482283	36797147	chr10	4.1306050453273
2861	2880	JAX00287262	JAX00287295	20	36818962	37019169	chr10	4.13137007516755
2881	2900	JAX00287296	JAX00195140	20	37020340	37138847	chr10	4.12897439031273
2901	2920	JAX00195141	JAX00287349	20	37138978	37400070	chr10	4.12390524932004
2921	2940	UNC17771143	JAX00287382	20	37401849	37676672	chr10	4.10820615504386
2941	2960	JAX00287387	JAX00287436	20	37697164	37958804	chr10	4.04782950951281
2961	2980	UNC17778886	JAX00016946	20	37959302	38207156	chr10	3.97719480756161
2981	3000	JAX00287484	JAX00016965	20	38217219	38444458	chr10	3.93047079201444
3001	3020	UNC17786027	JAX00016983	20	38445879	38705923	chr10	3.91893548898623
3021	3040	JAX00287548	JAX00287587	20	38733309	38962791	chr10	3.86229346880429
3041	3060	JAX00017003	UNC17797991	20	38971280	39231238	chr10	4.0227073838916
3061	3080	JAX00017025	JAX00195200	20	39250588	39453403	chr10	3.86779919877808
3081	3100	UNC17800911	JAX00017058	20	39474723	39705023	chr10	3.70883872458196
3101	3120	UNC17803799	JAX00195212	20	39722086	40036953	chr10	3.68083710101188
3121	3140	JAX00287725	JAX00287755	20	40075349	40304114	chr10	3.59071620020091
3141	3160	UNC17810956	UNC17814880	20	40321231	40570423	chr10	3.71075746005977
3161	3180	JAX00017123	JAX00287850	20	40572736	40736731	chr10	3.68365924340135
3181	3200	JAX00195226	JAX00287871	20	40745586	40933020	chr10	3.75033674026236
3201	3220	UNC17819473	JAX00287911	20	40933864	41318458	chr10	3.75868327257177
3221	3240	JAX00287915	UNC17825571	20	41333244	41549862	chr10	3.74020607393201
3241	3260	JAX00287956	JAX00287998	20	41557709	41781819	chr10	3.70184134003156
3261	3280	JAX00287999	JAX00288049	20	41782404	41991963	chr10	3.70321959544485
3281	3300	JAX00288053	JAX00017243	20	42007440	42179862	chr10	3.70944246735642
3301	3320	JAX00017244	UNC17839153	20	42179932	42519823	chr10	3.73731087141011
3321	3340	JAX00288126	JAX00288156	20	42535863	42734606	chr10	3.70437982189247
3341	3360	UNC17842821	JAX00288198	20	42764264	43030401	chr10	3.72941386530675
3361	3380	JAX00288204	JAX00288243	20	43050088	43222259	chr10	3.7598812524072
3381	3400	JAX00017322	JAX00017336	20	43230030	43413841	chr10	3.72959175009062
3401	3420	JAX00288281	JAX00017350	20	43415526	43595450	chr10	4.17645531016849
3421	3440	JAX00017351	UNC17856053	20	43595479	43763199	chr10	5.12506996575393
3441	3460	UNC17856150	JAX00288372	20	43770423	44107574	chr10	4.80571859374104
3461	3480	JAX00195297	JAX00017401	20	44119466	44289872	chr10	4.61755583448834
3481	3500	JAX00288400	JAX00288439	20	44294560	44510639	chr10	4.61740773348356
3501	3520	JAX00017421	JAX00195314	20	44528771	44695648	chr10	4.38645704589942
3521	3540	JAX00195315	JAX00288525	20	44695735	44875451	chr10	4.36830787850581
3541	3560	JAX00288529	JAX00195326	20	44879789	45117272	chr10	5.20358988568276
3561	3580	JAX00017465	JAX00288582	20	45130074	45359019	chr10	3.34860764236084
3581	3600	JAX00288583	JAX00017502	20	45361165	45613294	chr10	3.36986987430482
3601	3620	UNC17880717	UNC17883164	20	45618620	45801827	chr10	3.49376024241081
3621	3640	JAX00288668	JAX00288709	20	45827166	46092885	chr10	3.54305010559329
3641	3660	JAX00288711	JAX00017559	20	46093224	46373135	chr10	3.51964554321329
3661	3680	JAX00288743	JAX00288799	20	46384445	46833738	chr10	3.28523285578254
3681	3700	JAX00288801	UNC17901778	20	46839099	47253023	chr10	3.32642860572316
3701	3720	JAX00288846	JAX00195393	20	47272125	47833710	chr10	4.14539677232567
3721	3740	JAX00288910	JAX00288961	20	47855311	48432467	chr10	4.46556193368662
3741	3760	JAX00017708	UNC17925549	20	48483171	48899796	chr10	4.45301272860472
3761	3780	JAX00289013	JAX00289077	20	48913170	49466352	chr10	4.50154754965748
3781	3800	UNC17932788	UNC17935440	20	49476165	49743314	chr10	4.51474378969993
3801	3820	UNC17935737	UNC17939519	20	49774016	50046070	chr10	4.69143651237293
3821	3840	JAX00017826	JAX00289217	20	50060653	50324955	chr10	4.74150664951081
3841	3860	JAX00017845	JAX00289246	20	50328651	50576915	chr10	5.20778121466279
3861	3880	JAX00017864	UNC100059445	20	50586867	50819091	chr10	4.347617409584
3881	3900	JAX00289283	JAX00289317	20	50828326	51163111	chr10	4.04128757251462
3901	3920	JAX00289319	UNC17955815	20	51164332	51512535	chr10	3.9143063957988
3921	3940	JAX00289391	JAX00289458	20	51551305	51888287	chr10	3.44389833583476
3941	3960	JAX00017959	JAX00289509	20	51888560	52250461	chr10	3.43711281502716
3961	3980	JAX00289510	JAX00289539	20	52250519	52495548	chr10	3.43390125234573
3981	4000	JAX00289544	JAX00289585	20	52513317	52830493	chr10	3.42855856780877
4001	4020	JAX00289586	JAX00289636	20	52838577	53182735	chr10	3.39889910195307
4021	4040	UNC17973709	JAX00018073	20	53201958	53408975	chr10	3.4307144610775
4041	4060	JAX00018076	JAX00289719	20	53456330	53714599	chr10	3.53096488820939
4061	4080	JAX00289722	JAX00289761	20	53754140	53999452	chr10	3.67213353948726
4081	4100	JAX00018118	JAX00018147	20	54020258	54423789	chr10	3.6852727613208
4101	4120	JAX00018148	JAX00018168	20	54423851	54691483	chr10	3.68702787467411
4121	4140	JAX00289826	JAX00195565	20	54695732	55053006	chr10	3.81225607885498
4141	4160	UNC17997096	JAX00289888	20	55062896	55291961	chr10	4.0784550464422
4161	4180	JAX00289890	UNC18002468	20	55309823	55523348	chr10	3.55208458146024
4181	4200	JAX00289935	JAX00018258	20	55534293	55891941	chr10	3.2598311063904
4201	4220	JAX00290001	JAX00290038	20	55898364	56227051	chr10	3.23115321030924
4221	4240	UNC18010930	JAX00290079	20	56237674	56516151	chr10	3.35839765416791
4241	4260	UNC18014308	JAX00018328	20	56520477	56835948	chr10	3.64389744145364
4261	4280	UNC18017781	JAX00018346	20	56845342	57101087	chr10	3.91142797408212
4281	4300	JAX00290157	JAX00018365	20	57128913	57331829	chr10	3.9123442805933
4301	4320	JAX00290191	JAX00290218	20	57333745	57541285	chr10	3.88674963312211
4321	4340	JAX00290222	JAX00290250	20	57558715	57938423	chr10	3.91770936126579
4341	4360	JAX00195635	JAX00290271	20	57938555	58129948	chr10	3.94836903675862
4361	4380	UNC18031209	UNC18035462	20	58147424	58432361	chr10	3.95807875682366
4381	4400	JAX00290303	JAX00018459	20	58432688	58683910	chr10	3.99856615908299
4401	4420	JAX00290352	UNC18043760	20	58689474	59004021	chr10	4.15616244339369
4421	4440	UNC18044151	JAX00018504	20	59029901	59285416	chr10	4.1172855037318
4441	4460	UNC18047985	JAX00290472	20	59292202	59607750	chr10	4.57888638450972
